date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:17	103167/103167	---MCZ	200	added ('OK')	application/javascript	etag:W/%22690474f4-192ff%22	/_static/??-eJx9jkkOgzAMRS/UYFGpUBZVj1KFxEIJziCckOs3UunEgqWf/7M/lChU8Al9gpHCJCLlyXiGEhYtNQtFkhkZbEUykVjPjeUT/GgufyWjJ0wMmOs2zAYFyQIJXSSZcMcP7qjgXEWCzPx6/QcORIspSjVvM3D28DBewZgNaVByCZmRPrE3aJzxR3W2mCixFtmN1bu7W9t37XUY+ktnn9Z0fog=	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/_static/index50d2.html	(from /e-board/)
11:23:18	72315/72315	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Jan%202026%2023:53:03%20GMT	/wp-content/uploads/2026/01/spring_2026_general_meeting_schedule.png?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2026/01/spring_2026_general_meeting_schedule0353.png	(from /schedule/)
11:23:19	79428/79428	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:18%20GMT	/schedule/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/schedule/GET	(from /schedule/)
11:23:22	2735934/2735934	---M--	200	added ('OK')	application/pdf	date:Tue,%2012%20Sep%202023%2019:57:23%20GMT	/wp-content/uploads/2023/09/week-3_-being-a-part-of-wicys.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/09/week-3_-being-a-part-of-wicys.pptx.pdf	(from /research/)
11:23:24	2654795/2654795	---M--	200	added ('OK')	application/pdf	date:Tue,%2012%20Sep%202023%2017:56:07%20GMT	/wp-content/uploads/2023/09/week-2_-welcome.pptx-1.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/09/week-2_-welcome.pptx-1.pdf	(from /research/)
11:23:26	3300678/3300678	---M--	200	added ('OK')	application/pdf	date:Tue,%2019%20Sep%202023%2021:49:34%20GMT	/wp-content/uploads/2023/09/importance-of-a-womans-voice.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/09/importance-of-a-womans-voice.pdf	(from /research/)
11:23:26	2385824/2385824	---M--	200	added ('OK')	application/pdf	date:Mon,%2020%20Feb%202023%2020:09:31%20GMT	/wp-content/uploads/2023/02/week_2__intro_to_red_team.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/02/week_2__intro_to_red_team.pptx.pdf	(from /research/)
11:23:27	2302725/2302725	---M--	200	added ('OK')	application/pdf	date:Mon,%2020%20Feb%202023%2020:01:08%20GMT	/wp-content/uploads/2023/02/week_1_semester_goals.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/02/week_1_semester_goals.pptx.pdf	(from /research/)
11:23:45	2692608/2692608	---M--	200	added ('OK')	application/pdf	date:Mon,%2020%20Feb%202023%2020:09:29%20GMT	/wp-content/uploads/2023/02/week_3_maximizing_your_college_experience.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/02/week_3_maximizing_your_college_experience.pptx.pdf	(from /research/)
11:23:45	1700141/1700141	---M--	200	added ('OK')	application/pdf	date:Mon,%2027%20Mar%202023%2019:33:13%20GMT	/wp-content/uploads/2023/03/week-9_-preparing-for-interviews.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/03/week-9_-preparing-for-interviews.pptx.pdf	(from /research/)
11:23:45	2274383/2274383	---M--	200	added ('OK')	application/pdf	date:Mon,%2020%20Feb%202023%2020:09:26%20GMT	/wp-content/uploads/2023/02/week_4__kubing_around.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/02/week_4__kubing_around.pptx.pdf	(from /research/)
11:23:46	3430975/3430975	---M--	200	added ('OK')	application/pdf	date:Mon,%2027%20Mar%202023%2019:33:11%20GMT	/wp-content/uploads/2023/03/week-5_-soc-talk.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/03/week-5_-soc-talk.pptx.pdf	(from /research/)
11:23:46	1633933/1633933	---M--	200	added ('OK')	application/pdf	date:Wed,%2029%20Mar%202023%2023:09:34%20GMT	/wp-content/uploads/2023/03/week-10_-making-the-most-of-your-co-op.pptx.pdf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/03/week-10_-making-the-most-of-your-co-op.pptx.pdf	(from /research/)
11:23:47	79438/79438	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:46%20GMT	/research/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/research/GET.43.delayed	(from /research/)
11:23:48	75094/75094	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ee4649-12556%22	/_static/??-eJx9zUsOwjAMRdENYdyiqh0h1hISK0rqfIQdsv1GYsBnwPRY9xl7BVuyUla8c/FQufmQBXt5OOMELBsREoyDjDI8L+coJ/zIUntHwXlSQWrjWvZAwKajUqpslH78z44tKQ0CDvvr9ReM8Jau87ZOy7JO8xYPm+JIUw==	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/_static/index6bc3.html	(from /research/)
11:23:49	11504/11504	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202023%2018:50:20%20GMT	/wp-content/uploads/2023/08/wicys-logo.png?w=629	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2023/08/wicys-logo4742.png	(from /sponsor-us/)
11:23:49	13900/13900	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Sep%202025%2014:56:33%20GMT	/wp-content/uploads/2025/09/lm-logo-blue.png?w=1024	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/lm-logo-blue2dff.png	(from /sponsor-us/)
11:23:50	79448/79448	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:49%20GMT	/sponsor-us/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/sponsor-us/GET	(from /sponsor-us/)
